date,stock_refill,item_id
2019-12-06,329.0,item_0
2019-12-07,339.0,item_0
2019-12-08,144.0,item_0
2019-12-09,148.0,item_0
2019-12-10,201.0,item_0
2019-12-11,112.0,item_0
2019-12-12,242.0,item_0
2019-12-13,235.0,item_0
2019-12-14,159.0,item_0
2019-12-15,76.0,item_0
2019-12-16,110.0,item_0
2019-12-17,393.0,item_0
2019-12-18,276.0,item_0
2019-12-19,103.0,item_0
2019-12-20,244.0,item_0
2019-12-21,265.0,item_0
2019-12-22,21.0,item_0
2019-12-23,28.0,item_0
2019-12-24,373.0,item_0
2019-12-25,246.0,item_0
2019-12-26,239.0,item_0
2019-12-27,302.0,item_0
2019-12-28,121.0,item_0
2019-12-29,38.384340563708975,item_0
2019-12-30,0.0,item_0
2019-12-31,0.0,item_0
2020-01-01,201.0,item_0
2020-01-02,360.0,item_0
2020-01-03,66.0,item_0
2020-01-04,378.0,item_0
2020-01-05,358.0,item_0
2020-01-06,145.0,item_0
2020-01-07,25.0,item_0
2020-01-08,35.0,item_0
2020-01-09,281.0,item_0
2020-01-10,98.0,item_0
2020-01-11,234.0,item_0
2020-01-12,136.0,item_0
2020-01-13,194.0,item_0
2020-01-14,53.0,item_0
2020-01-15,402.0,item_0
2020-01-16,378.0,item_0
2020-01-17,249.0,item_0
2020-01-18,38.0,item_0
2020-01-19,5.0,item_0
2020-01-20,341.0,item_0
2020-01-21,79.0,item_0
2020-01-22,138.0,item_0
2020-01-23,314.0,item_0
2020-01-24,131.0,item_0
2020-01-25,394.0,item_0
2020-01-26,297.0,item_0
2020-01-27,112.0,item_0
2020-01-28,214.0,item_0
2020-01-29,44.0,item_0
2020-01-30,19.406426752811967,item_0
2020-01-31,0.0,item_0
2020-02-01,106.0,item_0
2020-02-02,165.0,item_0
2020-02-03,135.0,item_0
2020-02-04,96.0,item_0
2020-02-05,60.0,item_0
2020-02-06,79.0,item_0
2020-02-07,145.0,item_0
2020-02-08,139.0,item_0
2020-02-09,97.0,item_0
2020-02-10,155.0,item_0
2020-02-11,134.0,item_0
2020-02-12,114.0,item_0
2020-02-13,145.0,item_0
2020-02-14,159.0,item_0
2020-02-15,6.0,item_0
2020-02-16,133.0,item_0
2020-02-17,140.0,item_0
2020-02-18,69.0,item_0
2020-02-19,94.0,item_0
2020-02-20,117.0,item_0
2020-02-21,152.0,item_0
2020-02-22,9.0,item_0
2020-02-23,161.0,item_0
2020-02-24,180.0,item_0
2020-02-25,33.0,item_0
2020-02-26,123.0,item_0
2020-02-27,34.84333698301634,item_0
2020-02-28,0.0,item_0
2020-02-29,0.0,item_0
2020-03-01,217.0,item_0
2020-03-02,617.0,item_0
2020-03-03,261.0,item_0
2020-03-04,51.0,item_0
2020-03-05,683.0,item_0
2020-03-06,780.0,item_0
2020-03-07,221.0,item_0
2020-03-08,325.0,item_0
2020-03-09,775.0,item_0
2020-03-10,632.0,item_0
2020-03-11,166.0,item_0
2020-03-12,225.0,item_0
2020-03-13,386.0,item_0
2020-03-14,64.0,item_0
2020-03-15,797.0,item_0
2020-03-16,123.0,item_0
2020-03-17,377.0,item_0
2020-03-18,206.0,item_0
2020-03-19,76.0,item_0
2020-03-20,289.0,item_0
2020-03-21,48.0,item_0
2020-03-22,113.0,item_0
2020-03-23,1076.0,item_0
2020-03-24,833.0,item_0
2020-03-25,41.0,item_0
2020-03-26,854.0,item_0
2020-03-27,902.0,item_0
2020-03-28,420.0,item_0
2020-03-29,241.86646179493619,item_0
2020-03-30,0.0,item_0
2020-03-31,0.0,item_0
2020-04-01,190.0,item_0
2020-04-02,386.0,item_0
2020-04-03,3.0,item_0
2020-04-04,222.0,item_0
2020-04-05,266.0,item_0
2020-04-06,151.0,item_0
2020-04-07,372.0,item_0
2020-04-08,144.0,item_0
2020-04-09,382.0,item_0
2020-04-10,334.0,item_0
2020-04-11,162.0,item_0
2020-04-12,383.0,item_0
2020-04-13,156.0,item_0
2020-04-14,381.0,item_0
2020-04-15,145.0,item_0
2020-04-16,210.0,item_0
2020-04-17,32.0,item_0
2020-04-18,371.0,item_0
2020-04-19,203.0,item_0
2020-04-20,5.0,item_0
2020-04-21,225.0,item_0
2020-04-22,328.0,item_0
2020-04-23,49.0,item_0
2020-04-24,144.0,item_0
2020-04-25,121.0,item_0
2020-04-26,29.0,item_0
2020-04-27,50.0,item_0
2020-04-28,707.536321464846,item_0
2020-04-29,0.0,item_0
2020-04-30,0.0,item_0
2020-05-01,100.0,item_0
2020-05-02,86.0,item_0
2020-05-03,21.0,item_0
2020-05-04,6.0,item_0
2020-05-05,78.0,item_0
2020-05-06,61.0,item_0
2020-05-07,51.0,item_0
2020-05-08,75.0,item_0
2020-05-09,16.0,item_0
2020-05-10,44.0,item_0
2020-05-11,12.0,item_0
2020-05-12,24.0,item_0
2020-05-13,58.0,item_0
2020-05-14,100.0,item_0
2020-05-15,48.0,item_0
2020-05-16,50.0,item_0
2020-05-17,92.0,item_0
2020-05-18,49.0,item_0
2020-05-19,53.0,item_0
2020-05-20,90.0,item_0
2020-05-21,12.0,item_0
2020-05-22,40.0,item_0
2020-05-23,31.0,item_0
2020-05-24,88.0,item_0
2020-05-25,70.0,item_0
2020-05-26,21.0,item_0
2020-05-27,79.0,item_0
2020-05-28,20.0,item_0
2020-05-29,21.34247673441132,item_0
2020-05-30,0.0,item_0
2020-05-31,0.0,item_0
2020-06-01,353.0,item_0
2020-06-02,268.0,item_0
2020-06-03,210.0,item_0
2020-06-04,135.0,item_0
2020-06-05,214.0,item_0
2020-06-06,168.0,item_0
2020-06-07,26.0,item_0
2020-06-08,73.0,item_0
2020-06-09,294.0,item_0
2020-06-10,367.0,item_0
2020-06-11,55.0,item_0
2020-06-12,359.0,item_0
2020-06-13,423.0,item_0
2020-06-14,195.0,item_0
2020-06-15,221.0,item_0
2020-06-16,299.0,item_0
2020-06-17,27.0,item_0
2020-06-18,366.0,item_0
2020-06-19,216.0,item_0
2020-06-20,42.0,item_0
2020-06-21,299.0,item_0
2020-06-22,36.0,item_0
2020-06-23,304.0,item_0
2020-06-24,153.0,item_0
2020-06-25,308.0,item_0
2020-06-26,299.0,item_0
2020-06-27,84.0,item_0
2020-06-28,114.0,item_0
2020-06-29,13.021191539046413,item_0
2020-06-30,0.0,item_0
2020-07-01,132.0,item_0
2020-07-02,210.0,item_0
2020-07-03,181.0,item_0
2020-07-04,53.0,item_0
2020-07-05,234.0,item_0
2020-07-06,108.0,item_0
2020-07-07,64.0,item_0
2020-07-08,303.0,item_0
2020-07-09,208.0,item_0
2020-07-10,49.0,item_0
2020-07-11,12.0,item_0
2020-07-12,42.0,item_0
2020-07-13,3.0,item_0
2020-07-14,16.0,item_0
2020-07-15,2.0,item_0
2020-07-16,72.0,item_0
2020-07-17,25.0,item_0
2020-07-18,480.0,item_0
2020-07-19,181.0,item_0
2020-07-20,338.0,item_0
2020-07-21,233.0,item_0
2020-07-22,39.0,item_0
2020-07-23,488.0,item_0
2020-07-24,130.0,item_0
2020-07-25,51.0,item_0
2020-07-26,220.0,item_0
2020-07-27,482.0,item_0
2020-07-28,57.0,item_0
2020-07-29,289.1616907982243,item_0
2020-07-30,0.0,item_0
2020-07-31,0.0,item_0
2020-08-01,35.0,item_0
2020-08-02,64.0,item_0
2020-08-03,1.0,item_0
2020-08-04,71.0,item_0
2020-08-05,24.0,item_0
2020-08-06,16.0,item_0
2020-08-07,26.0,item_0
2020-08-08,52.0,item_0
2020-08-09,75.0,item_0
2020-08-10,34.0,item_0
2020-08-11,13.0,item_0
2020-08-12,28.0,item_0
2020-08-13,82.0,item_0
2020-08-14,19.0,item_0
2020-08-15,49.0,item_0
2020-08-16,74.0,item_0
2020-08-17,71.0,item_0
2020-08-18,26.0,item_0
2020-08-19,46.0,item_0
2020-08-20,23.0,item_0
2020-08-21,25.0,item_0
2020-08-22,70.0,item_0
2020-08-23,35.0,item_0
2020-08-24,4.0,item_0
2020-08-25,8.0,item_0
2020-08-26,3.0,item_0
2020-08-27,57.0,item_0
2020-08-28,134.0,item_0
2020-08-29,2.699204814802215,item_0
2020-08-30,0.0,item_0
2020-08-31,0.0,item_0
2020-09-01,1.0,item_0
2020-09-02,125.0,item_0
2020-09-03,77.0,item_0
2020-09-04,40.0,item_0
2020-09-05,98.0,item_0
2020-09-06,29.0,item_0
2020-09-07,120.0,item_0
2020-09-08,74.0,item_0
2020-09-09,28.0,item_0
2020-09-10,70.0,item_0
2020-09-11,75.0,item_0
2020-09-12,86.0,item_0
2020-09-13,54.0,item_0
2020-09-14,92.0,item_0
2020-09-15,10.0,item_0
2020-09-16,30.0,item_0
2020-09-17,12.0,item_0
2020-09-18,124.0,item_0
2020-09-19,98.0,item_0
2020-09-20,80.0,item_0
2020-09-21,89.0,item_0
2020-09-22,37.0,item_0
2020-09-23,16.0,item_0
2020-09-24,49.0,item_0
2020-09-25,85.0,item_0
2020-09-26,43.0,item_0
2020-09-27,79.0,item_0
2020-09-28,0.0,item_0
2020-09-29,1.176466959193931,item_0
2020-09-30,0.0,item_0
2020-10-01,227.0,item_0
2020-10-02,258.0,item_0
2020-10-03,85.0,item_0
2020-10-04,79.0,item_0
2020-10-05,188.0,item_0
2020-10-06,202.0,item_0
2020-10-07,26.0,item_0
2020-10-08,22.0,item_0
2020-10-09,49.0,item_0
2020-10-10,154.0,item_0
2020-10-11,214.0,item_0
2020-10-12,87.0,item_0
2020-10-13,253.0,item_0
2020-10-14,291.0,item_0
2020-10-15,264.0,item_0
2020-10-16,274.0,item_0
2020-10-17,62.0,item_0
2020-10-18,298.0,item_0
2020-10-19,264.0,item_0
2020-10-20,240.0,item_0
2020-10-21,92.0,item_0
2020-10-22,92.0,item_0
2020-10-23,91.0,item_0
2020-10-24,78.0,item_0
2020-10-25,211.0,item_0
2020-10-26,136.0,item_0
2020-10-27,46.0,item_0
2020-10-28,152.0,item_0
2020-10-29,159.0,item_0
2020-10-30,13.908504963474115,item_0
2020-10-31,0.0,item_0
2020-11-01,237.0,item_0
2020-11-02,61.0,item_0
2020-11-03,110.0,item_0
2020-11-04,156.0,item_0
2020-11-05,154.0,item_0
2020-11-06,12.0,item_0
2020-11-07,200.0,item_0
2020-11-08,247.0,item_0
2020-11-09,189.0,item_0
2020-11-10,10.0,item_0
2020-11-11,201.0,item_0
2020-11-12,175.0,item_0
2020-11-13,93.0,item_0
2020-11-14,69.0,item_0
2020-11-15,149.0,item_0
2020-11-16,140.0,item_0
2020-11-17,170.0,item_0
2020-11-18,112.0,item_0
2020-11-19,77.0,item_0
2020-11-20,54.0,item_0
2020-11-21,211.0,item_0
2020-11-22,10.0,item_0
2020-11-23,229.0,item_0
2020-11-24,138.0,item_0
2020-11-25,169.0,item_0
2020-11-26,19.0,item_0
2020-11-27,13.0,item_0
2020-11-28,135.0,item_0
2020-11-29,27.53336322726682,item_0
2020-11-30,0.0,item_0
2020-12-01,172.0,item_0
2020-12-02,56.0,item_0
2020-12-03,288.0,item_0
2020-12-04,234.0,item_0
2020-12-05,205.0,item_0
2020-12-06,144.0,item_0
2020-12-07,160.0,item_0
2020-12-08,109.0,item_0
2020-12-09,1.0,item_0
2020-12-10,134.0,item_0
2020-12-11,179.0,item_0
2020-12-12,261.0,item_0
2020-12-13,258.0,item_0
2020-12-14,291.0,item_0
2020-12-15,209.0,item_0
2020-12-16,156.0,item_0
2020-12-17,222.0,item_0
2020-12-18,225.0,item_0
2020-12-19,142.0,item_0
2020-12-20,195.0,item_0
2020-12-21,61.0,item_0
2020-12-22,83.0,item_0
2020-12-23,11.0,item_0
2020-12-24,261.0,item_0
2020-12-25,84.0,item_0
2020-12-26,11.0,item_0
2020-12-27,2.0,item_0
2020-12-28,432.0,item_0
2020-12-29,9.371810844117135,item_0
2020-12-30,0.0,item_0
2020-12-31,0.0,item_0
2021-01-01,204.0,item_0
2021-01-02,389.0,item_0
2021-01-03,478.0,item_0
2021-01-04,458.0,item_0
2021-01-05,261.0,item_0
2021-01-06,185.0,item_0
2021-01-07,344.0,item_0
2021-01-08,180.0,item_0
2021-01-09,290.0,item_0
2021-01-10,331.0,item_0
2021-01-11,192.0,item_0
2021-01-12,368.0,item_0
2021-01-13,267.0,item_0
2021-01-14,219.0,item_0
2021-01-15,431.0,item_0
2021-01-16,74.0,item_0
2021-01-17,292.0,item_0
2021-01-18,120.0,item_0
2021-01-19,262.0,item_0
2021-01-20,326.0,item_0
2021-01-21,180.0,item_0
2021-01-22,275.0,item_0
2021-01-23,50.0,item_0
2021-01-24,124.0,item_0
2021-01-25,295.0,item_0
2021-01-26,308.0,item_0
2021-01-27,250.0,item_0
2021-01-28,275.0,item_0
2021-01-29,1.0,item_0
2021-01-30,1.6660557344148401,item_0
2021-01-31,0.0,item_0
2021-02-01,179.0,item_0
2021-02-02,95.0,item_0
2021-02-03,192.0,item_0
2021-02-04,145.0,item_0
2021-02-05,1.0,item_0
2021-02-06,242.0,item_0
2021-02-07,97.0,item_0
2021-02-08,149.0,item_0
2021-02-09,179.0,item_0
2021-02-10,180.0,item_0
2021-02-11,122.0,item_0
2021-02-12,189.0,item_0
2021-02-13,103.0,item_0
2021-02-14,161.0,item_0
2021-02-15,97.0,item_0
2021-02-16,113.0,item_0
2021-02-17,217.0,item_0
2021-02-18,102.0,item_0
2021-02-19,57.0,item_0
2021-02-20,55.0,item_0
2021-02-21,219.0,item_0
2021-02-22,170.0,item_0
2021-02-23,130.0,item_0
2021-02-24,50.0,item_0
2021-02-25,77.0,item_0
2021-02-26,9.0,item_0
2021-02-27,19.27355167735368,item_0
2021-02-28,0.0,item_0
2021-03-01,194.0,item_0
2021-03-02,135.0,item_0
2021-03-03,385.0,item_0
2021-03-04,233.0,item_0
2021-03-05,40.0,item_0
2021-03-06,162.0,item_0
2021-03-07,414.0,item_0
2021-03-08,82.0,item_0
2021-03-09,156.0,item_0
2021-03-10,317.0,item_0
2021-03-11,274.0,item_0
2021-03-12,89.0,item_0
2021-03-13,398.0,item_0
2021-03-14,62.0,item_0
2021-03-15,22.0,item_0
2021-03-16,443.0,item_0
2021-03-17,167.0,item_0
2021-03-18,378.0,item_0
2021-03-19,251.0,item_0
2021-03-20,208.0,item_0
2021-03-21,55.0,item_0
2021-03-22,321.0,item_0
2021-03-23,187.0,item_0
2021-03-24,167.0,item_0
2021-03-25,177.0,item_0
2021-03-26,6.0,item_0
2021-03-27,153.0,item_0
2021-03-28,444.0,item_0
2021-03-29,319.0,item_0
2021-03-30,7.432791758779786,item_0
2021-03-31,0.0,item_0
2021-04-01,50.0,item_0
2021-04-02,250.0,item_0
2021-04-03,1.0,item_0
2021-04-04,134.0,item_0
2021-04-05,75.0,item_0
2021-04-06,120.0,item_0
2021-04-07,16.0,item_0
2021-04-08,362.0,item_0
2021-04-09,337.0,item_0
2021-04-10,208.0,item_0
2021-04-11,191.0,item_0
2021-04-12,348.0,item_0
2021-04-13,84.0,item_0
2021-04-14,29.0,item_0
2021-04-15,110.0,item_0
2021-04-16,56.0,item_0
2021-04-17,375.0,item_0
2021-04-18,361.0,item_0
2021-04-19,192.0,item_0
2021-04-20,155.0,item_0
2021-04-21,106.0,item_0
2021-04-22,18.0,item_0
2021-04-23,171.0,item_0
2021-04-24,155.0,item_0
2021-04-25,108.0,item_0
2021-04-26,343.0,item_0
2021-04-27,326.0,item_0
2021-04-28,193.0,item_0
2021-04-29,137.08813151427603,item_0
2021-04-30,0.0,item_0
2021-05-01,555.0,item_0
2021-05-02,120.0,item_0
2021-05-03,96.0,item_0
2021-05-04,647.0,item_0
2021-05-05,164.0,item_0
2021-05-06,86.0,item_0
2021-05-07,555.0,item_0
2021-05-08,626.0,item_0
2021-05-09,437.0,item_0
2021-05-10,271.0,item_0
2021-05-11,348.0,item_0
2021-05-12,489.0,item_0
2021-05-13,522.0,item_0
2021-05-14,189.0,item_0
2021-05-15,486.0,item_0
2021-05-16,327.0,item_0
2021-05-17,478.0,item_0
2021-05-18,471.0,item_0
2021-05-19,397.0,item_0
2021-05-20,148.0,item_0
2021-05-21,106.0,item_0
2021-05-22,410.0,item_0
2021-05-23,302.0,item_0
2021-05-24,329.0,item_0
2021-05-25,4.0,item_0
2021-05-26,12.0,item_0
2021-05-27,200.0,item_0
2021-05-28,281.0,item_0
2021-05-29,226.01189033883566,item_0
2021-05-30,0.0,item_0
2021-05-31,0.0,item_0
2021-06-01,6.0,item_0
2021-06-02,128.0,item_0
2021-06-03,11.0,item_0
2021-06-04,210.0,item_0
2021-06-05,197.0,item_0
2021-06-06,295.0,item_0
2021-06-07,147.0,item_0
2021-06-08,189.0,item_0
2021-06-09,117.0,item_0
2021-06-10,198.0,item_0
2021-06-11,93.0,item_0
2021-06-12,221.0,item_0
2021-06-13,245.0,item_0
2021-06-14,1.0,item_0
2021-06-15,254.0,item_0
2021-06-16,276.0,item_0
2021-06-17,173.0,item_0
2021-06-18,128.0,item_0
2021-06-19,163.0,item_0
2021-06-20,138.0,item_0
2021-06-21,165.0,item_0
2021-06-22,117.0,item_0
2021-06-23,64.0,item_0
2021-06-24,227.0,item_0
2021-06-25,96.0,item_0
2021-06-26,42.0,item_0
2021-06-27,222.0,item_0
2021-06-28,12.0,item_0
2021-06-29,7.378616191490437,item_0
2021-06-30,0.0,item_0
2021-07-01,82.0,item_0
2021-07-02,66.0,item_0
2021-07-03,46.0,item_0
2021-07-04,21.0,item_0
2021-07-05,31.0,item_0
2021-07-06,33.0,item_0
2021-07-07,41.0,item_0
2021-07-08,39.0,item_0
2021-07-09,8.0,item_0
2021-07-10,86.0,item_0
2021-07-11,177.0,item_0
2021-07-12,124.0,item_0
2021-07-13,174.0,item_0
2021-07-14,62.0,item_0
2021-07-15,183.0,item_0
2021-07-16,25.0,item_0
2021-07-17,132.0,item_0
2021-07-18,0.0,item_0
2021-07-19,18.0,item_0
2021-07-20,77.0,item_0
2021-07-21,202.0,item_0
2021-07-22,8.0,item_0
2021-07-23,86.0,item_0
2021-07-24,60.0,item_0
2021-07-25,10.0,item_0
2021-07-26,213.0,item_0
2021-07-27,133.0,item_0
2021-07-28,223.0,item_0
2021-07-29,281.64553862380853,item_0
2021-07-30,0.0,item_0
2021-07-31,0.0,item_0
2021-08-01,85.0,item_0
2021-08-02,108.0,item_0
2021-08-03,106.0,item_0
2021-08-04,92.0,item_0
2021-08-05,147.0,item_0
2021-08-06,114.0,item_0
2021-08-07,92.0,item_0
2021-08-08,53.0,item_0
2021-08-09,125.0,item_0
2021-08-10,109.0,item_0
2021-08-11,28.0,item_0
2021-08-12,0.0,item_0
2021-08-13,11.0,item_0
2021-08-14,134.0,item_0
2021-08-15,90.0,item_0
2021-08-16,54.0,item_0
2021-08-17,78.0,item_0
2021-08-18,23.0,item_0
2021-08-19,80.0,item_0
2021-08-20,91.0,item_0
2021-08-21,116.0,item_0
2021-08-22,25.0,item_0
2021-08-23,37.0,item_0
2021-08-24,95.0,item_0
2021-08-25,48.0,item_0
2021-08-26,38.0,item_0
2021-08-27,23.0,item_0
2021-08-28,257.0,item_0
2021-08-29,18.473465377363027,item_0
2021-08-30,0.0,item_0
2021-08-31,0.0,item_0
2021-09-01,288.0,item_0
2021-09-02,178.0,item_0
2021-09-03,126.0,item_0
2021-09-04,202.0,item_0
2021-09-05,144.0,item_0
2021-09-06,36.0,item_0
2021-09-07,72.0,item_0
2021-09-08,221.0,item_0
2021-09-09,240.0,item_0
2021-09-10,129.0,item_0
2021-09-11,28.0,item_0
2021-09-12,242.0,item_0
2021-09-13,304.0,item_0
2021-09-14,301.0,item_0
2021-09-15,279.0,item_0
2021-09-16,267.0,item_0
2021-09-17,126.0,item_0
2021-09-18,9.0,item_0
2021-09-19,201.0,item_0
2021-09-20,60.0,item_0
2021-09-21,250.0,item_0
2021-09-22,21.0,item_0
2021-09-23,164.0,item_0
2021-09-24,111.0,item_0
2021-09-25,225.0,item_0
2021-09-26,140.0,item_0
2021-09-27,155.0,item_0
2021-09-28,15.943376901879674,item_0
2021-09-29,0.0,item_0
2021-09-30,0.0,item_0
2021-10-01,1.0,item_0
2021-10-02,22.0,item_0
2021-10-03,23.0,item_0
2021-10-04,21.0,item_0
2021-10-05,21.0,item_0
2021-10-06,40.0,item_0
2021-10-07,17.0,item_0
2021-10-08,29.0,item_0
2021-10-09,4.0,item_0
2021-10-10,25.0,item_0
2021-10-11,36.0,item_0
2021-10-12,28.0,item_0
2021-10-13,39.0,item_0
2021-10-14,10.0,item_0
2021-10-15,37.0,item_0
2021-10-16,21.0,item_0
2021-10-17,23.0,item_0
2021-10-18,27.0,item_0
2021-10-19,10.0,item_0
2021-10-20,2.0,item_0
2021-10-21,34.0,item_0
2021-10-22,23.0,item_0
2021-10-23,7.0,item_0
2021-10-24,6.0,item_0
2021-10-25,28.0,item_0
2021-10-26,43.0,item_0
2021-10-27,5.0,item_0
2021-10-28,36.0,item_0
2021-10-29,9.841825927025639,item_0
2021-10-30,0.0,item_0
2021-10-31,0.0,item_0
2021-11-01,91.0,item_0
2021-11-02,119.0,item_0
2021-11-03,4.0,item_0
2021-11-04,215.0,item_0
2021-11-05,40.0,item_0
2021-11-06,139.0,item_0
2021-11-07,58.0,item_0
2021-11-08,137.0,item_0
2021-11-09,56.0,item_0
2021-11-10,78.0,item_0
2021-11-11,2.0,item_0
2021-11-12,83.0,item_0
2021-11-13,179.0,item_0
2021-11-14,178.0,item_0
2021-11-15,89.0,item_0
2021-11-16,72.0,item_0
2021-11-17,99.0,item_0
2021-11-18,153.0,item_0
2021-11-19,71.0,item_0
2021-11-20,126.0,item_0
2021-11-21,195.0,item_0
2021-11-22,104.0,item_0
2021-11-23,135.0,item_0
2021-11-24,59.0,item_0
2021-11-25,254.0,item_0
2021-11-26,25.0,item_0
2021-11-27,193.0,item_0
2021-11-28,67.19921506868559,item_0
2021-11-29,0.0,item_0
2021-11-30,0.0,item_0
2021-12-01,158.0,item_0
2021-12-02,15.0,item_0
2021-12-03,41.0,item_0
2021-12-04,340.0,item_0
2021-12-05,325.0,item_0
2021-12-06,82.0,item_0
2021-12-07,138.0,item_0
2021-12-08,132.0,item_0
2021-12-09,88.0,item_0
2021-12-10,67.0,item_0
2021-12-11,335.0,item_0
2021-12-12,348.0,item_0
2021-12-13,355.0,item_0
2021-12-14,144.0,item_0
2021-12-15,289.0,item_0
2021-12-16,186.0,item_0
2021-12-17,141.0,item_0
2021-12-18,324.0,item_0
2021-12-19,43.0,item_0
2021-12-20,231.0,item_0
2021-12-21,347.0,item_0
2021-12-22,146.0,item_0
2021-12-23,315.0,item_0
2021-12-24,249.0,item_0
2021-12-25,160.0,item_0
2021-12-26,200.0,item_0
2021-12-27,57.0,item_0
2021-12-28,116.0,item_0
2021-12-29,96.83663790649734,item_0
2021-12-30,0.0,item_0
2021-12-31,0.0,item_0
2022-01-01,209.0,item_0
2022-01-02,297.0,item_0
2022-01-03,390.0,item_0
2022-01-04,377.0,item_0
2022-01-05,32.0,item_0
2022-01-06,119.0,item_0
2022-01-07,358.0,item_0
2022-01-08,169.0,item_0
2022-01-09,13.0,item_0
2022-01-10,361.0,item_0
2022-01-11,132.0,item_0
2022-01-12,393.0,item_0
2022-01-13,127.0,item_0
2022-01-14,91.0,item_0
2022-01-15,156.0,item_0
2022-01-16,260.0,item_0
2022-01-17,187.0,item_0
2022-01-18,135.0,item_0
2022-01-19,9.0,item_0
2022-01-20,251.0,item_0
2022-01-21,313.0,item_0
2022-01-22,129.0,item_0
2022-01-23,92.0,item_0
2022-01-24,574.0,item_0
2022-01-25,159.0,item_0
2022-01-26,15.0,item_0
2022-01-27,672.0,item_0
2022-01-28,424.0,item_0
2022-01-29,121.56813870930637,item_0
2022-01-30,0.0,item_0
2022-01-31,0.0,item_0
2022-02-01,66.0,item_0
2022-02-02,29.0,item_0
2022-02-03,23.0,item_0
2022-02-04,101.0,item_0
2022-02-05,21.0,item_0
2022-02-06,28.0,item_0
2022-02-07,32.0,item_0
2022-02-08,6.0,item_0
2022-02-09,61.0,item_0
2022-02-10,21.0,item_0
2022-02-11,34.0,item_0
2022-02-12,77.0,item_0
2022-02-13,65.0,item_0
2022-02-14,108.0,item_0
2022-02-15,106.0,item_0
2022-02-16,67.0,item_0
2022-02-17,3.0,item_0
2022-02-18,43.0,item_0
2022-02-19,36.0,item_0
2022-02-20,107.0,item_0
2022-02-21,10.0,item_0
2022-02-22,47.0,item_0
2022-02-23,33.0,item_0
2022-02-24,176.0,item_0
2022-02-25,85.0,item_0
2022-02-26,7.858413343943539,item_0
2022-02-27,0.0,item_0
2022-02-28,0.0,item_0
2022-03-01,203.0,item_0
2022-03-02,225.0,item_0
2022-03-03,893.0,item_0
2022-03-04,177.0,item_0
2022-03-05,737.0,item_0
2022-03-06,519.0,item_0
2022-03-07,491.0,item_0
2022-03-08,821.0,item_0
2022-03-09,686.0,item_0
2022-03-10,881.0,item_0
2022-03-11,628.0,item_0
2022-03-12,453.0,item_0
2022-03-13,664.0,item_0
2022-03-14,72.0,item_0
2022-03-15,718.0,item_0
2022-03-16,628.0,item_0
2022-03-17,579.0,item_0
2022-03-18,714.0,item_0
2022-03-19,238.0,item_0
2022-03-20,596.0,item_0
2022-03-21,402.0,item_0
2022-03-22,25.0,item_0
2022-03-23,128.0,item_0
2022-03-24,843.0,item_0
2022-03-25,293.0,item_0
2022-03-26,187.0,item_0
2022-03-27,491.0,item_0
2022-03-28,44.0,item_0
2022-03-29,748.5363123037096,item_0
2022-03-30,0.0,item_0
2022-03-31,0.0,item_0
2022-04-01,13.0,item_0
2022-04-02,20.0,item_0
2022-04-03,105.0,item_0
2022-04-04,97.0,item_0
2022-04-05,367.0,item_0
2022-04-06,70.0,item_0
2022-04-07,367.0,item_0
2022-04-08,498.0,item_0
2022-04-09,207.0,item_0
2022-04-10,262.0,item_0
